year,result,school,program,full_or_part,scholarship,nationality,UGPA,graduate_gpa,GRE_Q,GRE_V,GRE_AWA,TOEFL,submitted,days_to_result,updated
2013,Rejected,"University of California, Berkeley",Master of Financial Engineering,Part-Time,,,3.8,,166,168,3,,,87,9/7/13
2013,Rejected,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,🇺🇸,3.74,,167,160,4,,,39,9/7/13
2013,Rejected,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,🇨🇳,3.7,,164,150,4,,,55,9/7/13
2013,Rejected,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,🇮🇳,3.7,,161,160,4.5,,,43,9/7/13
2013,Enrolled,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,,3.97,,163,152,4,,,88,9/7/13
2013,Rejected,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,🇨🇳,3.6,,166,164,3.5,111,,63,9/7/13
2013,Enrolled,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,,3.85,,170,161,4,,,41,9/7/13
2013,Enrolled,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,🇳🇱,3.75,,170,166,4,,,47,9/7/13
2013,Enrolled,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,,3.8,,170,170,6,,,119,9/7/13
2013,Enrolled,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,,3.7,,170,162,4.5,,,59,9/7/13
2013,Rejected,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,🇨🇳,4,,166,160,4,111,,60,9/7/13
2013,Accepted,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,,3.5,,164,169,3.5,,,62,9/7/13
2013,Enrolled,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,🇮🇳,3.38,,168,164,6,,,76,9/7/13
2013,Enrolled,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,,3.9,,163,154,3.5,,,65,9/7/13
2013,Enrolled,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,,3.75,,167,158,4,,,41,9/7/13
2013,Accepted,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,🇮🇳,3.5,,169,168,5,,,59,9/7/13
2013,Enrolled,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,,3.5,,166,166,3,,,47,9/7/13
2013,Rejected,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,,3.7,,168,158,5,,,,9/7/13
2013,Enrolled,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,,3.45,,,,,,,45,9/7/13
2013,Enrolled,Columbia University,MA in Mathematics of Finance,Part-Time,,,3.7,,,,,,,4,9/7/13
2013,Enrolled,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,,,,170,155,4.5,,,105,9/7/13
2013,Rejected,Columbia University,MA in Mathematics of Finance,Full-Time,,,3.5,,,,,,,41,9/7/13
2013,Enrolled,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,,,,166,165,4,,,65,9/7/13
2013,Enrolled,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,,3.7,,,,,,,80,9/7/13
2013,Accepted,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,,,3.84,,170,166,5,,,36,9/7/13
2013,Enrolled,Columbia University,MA in Mathematics of Finance,Full-Time,,,3.57,,144,170,4,,,27,9/7/13
2013,Rejected,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,🇮🇳,3.3,,,,5.5,,,34,9/7/13
2013,Enrolled,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,🇮🇳,3.6,,169,157,4.5,,,142,9/7/13
2013,Accepted,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,"$25,000",🇨🇦,3.5,,166,154,4.5,,,46,9/7/13
2013,Enrolled,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,🇨🇦,3.5,,166,154,4.5,,,43,9/7/13
2013,Enrolled,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,,🇨🇳,3.7,,166,163,3,,,45,9/7/13
2013,Accepted,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,,,3.84,,,,,,,20,9/7/13
2013,Enrolled,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,,3.84,,,,,,,5,9/7/13
2013,Enrolled,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,,3.9,,,,,,,114,9/7/13
2013,Rejected,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,🇨🇳,3.8,,162,162,4,,,43,9/7/13
2013,Enrolled,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,,3.85,,,,,,,42,9/7/13
2013,Rejected,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,,3.2,,160,154,3.5,,,213,9/7/13
2013,Rejected,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,🇨🇳,3.5,,170,169,5,114,,44,9/7/13
2013,Enrolled,Boston University,MS in Mathematical Finance and Financial Technology,Full-Time,"$15,000",,3.3,,162,155,3,,,77,9/7/13
2013,Rejected,University of Toronto,Master of Mathematical Finance,Full-Time,,,3.61,,164,170,5,,,,9/7/13
2013,Enrolled,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,,3.6,,164,160,4,,,68,9/7/13
2013,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇮🇳,3.77,,166,156,3,,,72,9/7/13
2013,Enrolled,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇬🇷,3.2,,161,156,4.5,,,40,9/7/13
2013,Accepted,University of North Carolina at Charlotte,MS in Mathematical Finance,Full-Time,,🇬🇷,3.2,,161,156,4.5,,,22,9/7/13
2013,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇬🇷,3.2,,161,156,4.5,,,24,9/7/13
2013,Rejected,Carnegie Mellon University,MS in Computational Finance,Part-Time,,,,,,,4.5,,,,9/7/13
2013,Enrolled,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇺🇸,3.8,,165,161,4.5,,,82,9/7/13
2013,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇮🇳,3,,163,150,3.5,,,80,9/7/13
2013,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇮🇳,3.77,,166,156,3,,,80,9/7/13
2013,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,,,3.9,,168,160,4,,,106,9/7/13
2013,Accepted,Cornell University,Master in Financial Engineering,Full-Time,,,3.9,,168,160,4,,,93,9/7/13
2013,Rejected,Columbia University,MA in Mathematics of Finance,Full-Time,,,3.3,,162,155,3,,,215,9/7/13
2013,Enrolled,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇺🇸,3.4,,166,166,,,,85,9/7/13
2013,Enrolled,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.77,,166,156,3,,,94,9/7/13
2013,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,🇮🇳,3.77,,166,156,3,,,128,9/7/13
2013,Accepted,Cornell University,Master in Financial Engineering,Full-Time,,🇺🇸,3.8,,165,161,4.5,,,54,9/7/13
2013,Accepted,Columbia University,Masters in Financial Engineering,Full-Time,,,3.9,,168,160,4,,,86,9/7/13
2013,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇮🇳,3.77,,166,156,3,,,82,9/7/13
2013,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,,3.55,,170,164,5,,,75,9/7/13
2013,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇳,3.66,,166,160,4,,,93,9/7/13
2013,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇨🇳,3.92,,169,149,3.5,,,75,9/7/13
2013,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇨🇳,3.92,,169,149,3.5,,,91,9/7/13
2013,Accepted,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇳,3.92,,169,149,3.5,,,111,9/7/13
2013,Rejected,Princeton University,Master in Finance,Full-Time,,🇨🇳,3.92,,169,149,3.5,,,73,9/7/13
2013,Accepted,Boston University,MS in Mathematical Finance and Financial Technology,Full-Time,,,3.6,,170,157,3,,,42,9/7/13
2013,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,,3.7,,160,149,3.5,,,81,9/7/13
2013,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,🇮🇳,2.5,,169,154,3,,,117,9/7/13
2013,Rejected,Princeton University,Master in Finance,Full-Time,,🇮🇳,2.5,,169,154,3,,,,9/7/13
2013,Rejected,Princeton University,Master in Finance,Full-Time,,,3.37,,168,160,3,,,71,9/7/13
2013,Accepted,Boston University,MS in Mathematical Finance and Financial Technology,Full-Time,,🇮🇳,2.8,,166,162,3.5,,,40,9/7/13
2013,Enrolled,Columbia University,MS in Operations Research,Full-Time,,🇮🇳,2.8,,165,154,3.5,,,64,9/7/13
2013,Rejected,Columbia University,MS in Operations Research,Full-Time,,🇨🇳,3.68,,170,154,3,102,,118,9/7/13
2013,Rejected,Princeton University,Master in Finance,Full-Time,,🇨🇴,3.72,,168,153,3.5,109,,71,9/7/13
2013,Rejected,Princeton University,Master in Finance,Full-Time,,🇮🇳,3.65,,170,156,4,,,72,9/7/13
2013,Enrolled,Columbia University,MS in Operations Research,Full-Time,,🇨🇳,3.61,,166,168,3.5,,,46,9/7/13
2013,Accepted,University of Michigan,Master in Financial Engineering,Full-Time,,🇨🇳,3.7,,168,160,4,,,57,9/7/13
2013,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇨🇳,3.7,,168,160,4,,,53,9/7/13
2013,Accepted,Boston University,MS in Mathematical Finance and Financial Technology,Full-Time,"$21,000",🇰🇷,3.4,,168,152,3,108,,40,9/7/13
2013,Rejected,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,🇰🇷,3.4,,168,152,3,108,,14,9/7/13
2013,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇰🇷,3.4,,168,152,3,108,,80,9/7/13
2013,Rejected,Claremont Graduate University,MS in Financial Engineering,Full-Time,,🇰🇷,3.4,,168,152,3,108,,25,9/7/13
2013,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇳,3.83,,170,158,3,106,,121,9/7/13
2013,Accepted,LSE,MSc Finance and Economics,Full-Time,,🇨🇳,3.83,,170,158,3,106,,71,9/7/13
2013,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,,🇨🇳,3.83,,170,158,3,106,,110,9/7/13
2013,Rejected,Stanford University,Mathematical and Computational Finance,Full-Time,,,,,,,,,,88,9/7/13
2013,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,,3.6,,170,157,3,,,91,9/7/13
2013,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,🇮🇳,3.62,,166,154,4.5,,,125,9/7/13
2013,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.62,,166,154,4.5,,,80,9/7/13
2013,Enrolled,Claremont Graduate University,MS in Financial Engineering,Full-Time,,🇮🇷,3,,163,146,2.5,,,22,9/7/13
2013,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇨🇳,3.92,,169,149,3.5,,,93,9/7/13
2013,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,🇮🇳,2.5,,169,154,3,,,,9/7/13
2013,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇮🇳,4,,170,153,3,105,,51,9/7/13
2013,Accepted,Washington University in St. Louis,MS in Quantitative Finance,Full-Time,,,3.84,,,,,,,72,9/7/13
2013,Accepted,University of Michigan,Master in Financial Engineering,Full-Time,,🇮🇳,2.8,,166,162,3.5,,,49,9/7/13
2013,Accepted,Boston University,MS in Mathematical Finance and Financial Technology,Full-Time,,,3,,167,166,4,,,71,9/7/13
2013,Accepted,University of Michigan,Master in Financial Engineering,Full-Time,,🇨🇳,3.92,,169,149,3.5,,,43,9/7/13
2013,Accepted,University of Michigan,Master in Financial Engineering,Full-Time,,🇰🇷,3.4,,168,152,3,108,,43,9/7/13
2013,Accepted,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.65,,170,156,4,,,64,9/7/13
2013,Accepted,University of Michigan,Master in Financial Engineering,Full-Time,,🇨🇳,3.57,,168,153,3.5,,,43,9/7/13
2013,Rejected,University of Southern California,MS in Financial Engineering,Full-Time,,🇨🇳,3.57,,168,153,3.5,,,,9/7/13
2013,Accepted,Washington University in St. Louis,MS in Quantitative Finance,Full-Time,,🇨🇳,3.57,,168,153,3.5,,,74,9/7/13
2013,Accepted,University of Michigan,Master in Financial Engineering,Full-Time,,,3.9,,170,159,3.5,,,49,9/7/13
2013,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇧🇷,2.91,,161,148,4,,,102,9/7/13
2013,Enrolled,Fordham University,MS in Quantitative Finance,Full-Time,,🇧🇷,2.91,,161,148,4,,,55,9/7/13
2013,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇧🇷,2.91,,161,148,4,,,144,9/7/13
2013,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,,,3.6,,170,157,3,,,97,9/7/13
2013,Accepted,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,,3.6,,170,157,3,,,98,9/7/13
2013,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇺🇸,3.8,,165,161,4.5,,,57,9/7/13
2013,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,🇮🇳,3.65,,170,156,4,,,103,9/7/13
2013,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇮🇳,3.3,,,,5.5,,,69,9/7/13
2013,Enrolled,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇸,3.96,,161,149,3,114,,67,9/7/13
2013,Accepted,Columbia University,Masters in Financial Engineering,Full-Time,,🇺🇸,3.788,,168,155,4.5,,,51,9/7/13
2013,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,,🇺🇸,3.8,,165,161,4.5,,,46,9/7/13
2013,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.8,,169,163,4,114,,78,9/7/13
2013,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇩🇰,3.58,,159,151,3.5,,,49,9/7/13
2013,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.83,,170,158,3,106,,59,9/7/13
2013,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,,,3.3,,162,155,3,,,98,9/7/13
2013,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,,3.6,,170,157,3,,,59,9/7/13
2013,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,,3.6,,170,157,3,,,54,9/7/13
2013,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,,3.6,,170,157,3,,,93,9/7/13
2013,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.68,,168,153,3.5,103,,69,9/7/13
2013,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇩🇰,3.58,,159,151,3.5,,,77,9/7/13
2013,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇮🇳,3.8,,169,163,4,114,,89,9/7/13
2013,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,,3.86,,165,150,3,,,74,9/7/13
2013,Accepted,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇨🇳,3.83,,170,158,3,106,,88,9/7/13
2013,Enrolled,Cornell University,Master in Financial Engineering,Full-Time,,🇮🇳,3.68,,168,153,3.5,103,,98,9/7/13
2013,Enrolled,Carnegie Mellon University,MS in Computational Finance,Full-Time,,,3.5,,165,159,4,,,89,9/7/13
2013,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,🇨🇳,3.66,,166,160,4,,,135,9/7/13
2013,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.66,,166,160,4,,,72,9/7/13
2013,Enrolled,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,4,,170,153,3,105,,51,9/7/13
2013,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇮🇳,3.67,,169,162,4,,,88,9/7/13
2013,Accepted,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.67,,169,162,4,,,47,9/7/13
2013,Enrolled,University of Toronto,Master of Mathematical Finance,Full-Time,,,3.93,,,,,,,127,9/7/13
2013,Accepted,Boston University,MS in Mathematical Finance and Financial Technology,Full-Time,,,3.96,,169,157,3.5,,,52,9/7/13
2013,Rejected,Boston University,MS in Mathematical Finance and Financial Technology,Full-Time,,,3.99,,170,162,4,,,44,9/7/13
2013,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇮🇳,3.62,,166,154,4.5,,,88,9/7/13
2013,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,,3.3,,159,152,4,,,,9/7/13
2013,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,,3.5,,162,,,,,73,9/7/13
2013,Enrolled,Boston University,MS in Mathematical Finance and Financial Technology,Full-Time,,🇨🇳,3.8,,170,162,3.5,,,42,9/7/13
2013,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,,3.5,,168,154,3.5,,,57,9/7/13
2013,Enrolled,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇩🇰,3.58,,159,151,3.5,,,66,9/7/13
2013,Accepted,Boston University,MS in Mathematical Finance and Financial Technology,Full-Time,,,3.4,,166,162,3,,,37,9/7/13
2013,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,,3.2,,160,154,3.5,,,46,9/7/13
2013,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,,3.2,,160,154,3.5,,,,9/7/13
2013,Accepted,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇨🇳,3.66,,166,160,4,,,66,9/7/13
2013,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇮🇳,3.68,,168,153,3.5,103,,70,9/7/13
2013,Enrolled,Boston University,MS in Mathematical Finance and Financial Technology,Full-Time,"$27,000",,3.9,,168,160,5.5,,,38,9/7/13
2013,Accepted,Carnegie Mellon University,MS in Computational Finance,Full-Time,,,2.7,,170,156,3.5,,,83,9/7/13
2013,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,,3.9,,163,160,4,,,,9/7/13
2013,Accepted,Baruch College,Master in Financial Engineering,Full-Time,,🇮🇳,3.65,,170,156,4,,,70,9/7/13
2013,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇴,3.72,,168,153,3.5,109,,51,9/7/13
2013,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇨🇴,3.72,,168,153,3.5,109,,68,9/7/13
2013,Enrolled,Carnegie Mellon University,MS in Computational Finance,Full-Time,"$21,000",🇨🇴,3.72,,168,153,3.5,109,,91,9/7/13
2013,Rejected,Princeton University,Master in Finance,Full-Time,,,3.87,,168,165,6,,,70,9/7/13
2013,Enrolled,Columbia University,MA in Mathematics of Finance,Full-Time,,🇨🇳,3.5,,170,161,3,104,,158,9/7/13
2013,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,🇨🇳,3.5,,170,161,3,104,,99,9/7/13
2013,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇨🇳,3.5,,170,161,3,104,,51,9/7/13
2013,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇳,3.5,,170,161,3,104,,113,9/7/13
2013,Accepted,University of Southern California,MS in Financial Engineering,Full-Time,,🇨🇳,3.5,,170,161,3,104,,124,9/7/13
