year,result,school,program,full_or_part,scholarship,nationality,UGPA,graduate_gpa,GRE_Q,GRE_V,GRE_AWA,TOEFL,submitted,days_to_result,updated
2014,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.87,,170,158,3,,,64,9/7/14
2014,Accepted,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇨🇳,3.87,,170,158,3,,,50,9/7/14
2014,Rejected,Johns Hopkins University,Mathematics MSE,Full-Time,,🇨🇳,3.87,,170,158,3,,,64,9/7/14
2014,Accepted,Rutgers University,MS in Mathematical Finance,Full-Time,,🇨🇳,3.87,,170,158,3,,,45,9/7/14
2014,Enrolled,University of Toronto,Master of Mathematical Finance,Full-Time,,🇨🇳,3.87,,170,158,3,,,133,9/7/14
2014,Rejected,Boston University,MS in Mathematical Finance and Financial Technology,Full-Time,,🇨🇳,3.87,,170,158,3,,,71,9/7/14
2014,Rejected,Fordham University,MS in Quantitative Finance,Full-Time,,🇨🇳,3.3,,170,151,3,,,157,9/7/14
2014,Rejected,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇨🇳,3.3,,170,151,3,,,75,9/7/14
2014,Rejected,Johns Hopkins University,Mathematics MSE,Full-Time,,🇨🇳,3.45,,169,154,3,103,,64,9/7/14
2014,Rejected,University of Minnesota,Master of Financial Mathematics,Full-Time,,🇨🇳,3.45,,169,154,3,103,,49,9/7/14
2014,Enrolled,Baruch College,Master in Financial Engineering,Part-Time,,🇺🇸,3.77,,166,162,5,,,10,9/7/14
2014,Enrolled,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,,3.7,,169,156,3,,,86,9/7/14
2014,Rejected,University of Washington,MS Computational Finance & Risk Management,Full-Time,,🇮🇳,3.52,,165,157,4,,,48,9/7/14
2014,Rejected,Columbia University,MS in Operations Research,Full-Time,,🇮🇳,3.52,,165,157,4,,,50,9/7/14
2014,Rejected,University of Illinois Urbana Champaign,Master of Financial Engineering,Full-Time,,🇮🇳,3.52,,165,157,4,,,75,9/7/14
2014,Rejected,Washington University in St. Louis,MS in Quantitative Finance,Full-Time,,🇮🇳,3.52,,165,157,4,,,61,9/7/14
2014,Rejected,New York University,MS in Mathematics in Finance,Full-Time,,🇮🇳,3.52,,165,157,4,,,92,9/7/14
2014,Rejected,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇮🇳,3.52,,165,157,4,,,81,9/7/14
2014,Accepted,University of Toronto,Master of Mathematical Finance,Full-Time,,🇨🇳,3.62,,168,154,3,,,105,9/7/14
2014,Accepted,University of Waterloo,Master of Quantitative Finance,Full-Time,,🇨🇳,3.62,,168,154,3,,,64,9/7/14
2014,Enrolled,Baruch College,Master in Financial Engineering,Full-Time,,🇨🇳,3.62,,168,154,3,,,7,9/7/14
2014,Accepted,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,,3.4,,170,166,3.5,,,98,9/7/14
2014,Accepted,Imperial College Business School,MSc Risk Management & Financial Engineering,Full-Time,,,3.4,,170,166,3.5,,,45,9/7/14
2014,Enrolled,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇮🇳,3.62,,169,163,3.5,,,39,9/7/14
2014,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,,🇨🇦,3.7,,168,155,3.5,,,40,9/7/14
2014,Accepted,Johns Hopkins University,Mathematics MSE,Full-Time,,🇨🇦,3.7,,168,155,3.5,,,63,9/7/14
2014,Accepted,University of Toronto,Master of Mathematical Finance,Full-Time,,🇨🇦,3.7,,168,155,3.5,,,103,9/7/14
2014,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇨🇦,3.7,,168,155,3.5,,,,9/7/14
2014,Rejected,New York University,MS in Mathematics in Finance,Full-Time,,🇨🇦,3.7,,168,155,3.5,,,,9/7/14
2014,Rejected,University of Oxford,MSc Mathematical and Computational Finance,Full-Time,,🇨🇦,3.7,,168,155,3.5,,,14,9/7/14
2014,Accepted,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇺🇸,3.8,,168,160,4.5,,,67,9/7/14
2014,Accepted,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,,🇨🇳,3.5,,167,164,3.5,113,,59,9/7/14
2014,Enrolled,Baruch College,Master in Financial Engineering,Part-Time,,,3.75,,168,158,5,,,18,9/7/14
2014,Accepted,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,,,3.68,,168,165,3,,,59,9/7/14
2014,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,,3.21,,170,168,3,,,,9/7/14
2014,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,,3.5,,156,166,3,,,101,9/7/14
2014,Accepted,University of Toronto,Master of Mathematical Finance,Full-Time,,,3.6,,,,,,,117,9/7/14
2014,Enrolled,Carnegie Mellon University,MS in Computational Finance,Full-Time,,,3.74,,167,156,3.5,,,90,9/7/14
2014,Accepted,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇨🇳,3.95,,170,154,3.5,,,84,9/7/14
2014,Enrolled,Baruch College,Master in Financial Engineering,Full-Time,,🇨🇳,3.95,,170,154,3.5,,,81,9/7/14
2014,Rejected,Carnegie Mellon University,MS in Computational Finance,Part-Time,,🇨🇳,3.77,,170,161,6,,,91,9/7/14
2014,Enrolled,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇺🇸,3.98,,168,161,4.5,,,111,9/7/14
2014,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,,3.5,,163,166,5,,,56,9/7/14
2014,Enrolled,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,,,3.5,,163,166,5,,,20,9/7/14
2014,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,🇹🇼,3.54,3.83,166,159,3.5,,,122,9/7/14
2014,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇹🇼,3.54,3.83,166,159,3.5,,,111,9/7/14
2014,Enrolled,Carnegie Mellon University,MS in Computational Finance,Full-Time,,,3.36,,170,161,3,,,89,9/7/14
2014,Rejected,Princeton University,Master in Finance,Full-Time,,,3.36,,170,161,3,,,72,9/7/14
2014,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,,🇨🇳,3.95,,170,154,3.5,,,65,9/7/14
2014,Accepted,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇳,3.95,,170,154,3.5,,,87,9/7/14
2014,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇭🇰,3.61,,166,148,3.5,,,69,9/7/14
2014,Enrolled,Columbia University,MA in Mathematics of Finance,Full-Time,,🇭🇰,3.61,,166,148,3.5,,,115,9/7/14
2014,Rejected,Stanford University,Mathematical and Computational Finance,Full-Time,,🇭🇰,3.61,,166,148,3.5,,,53,9/7/14
2014,Rejected,New York University,MS in Mathematics in Finance,Full-Time,,🇭🇰,3.61,,166,148,3.5,,,134,9/7/14
2014,Accepted,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,,🇭🇰,3.61,,166,148,3.5,,,76,9/7/14
2014,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,🇭🇰,3.61,,166,148,3.5,,,123,9/7/14
2014,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,🇭🇰,3.61,,166,148,3.5,,,79,9/7/14
2014,Rejected,Johns Hopkins University,Mathematics MSE,Full-Time,,🇭🇰,3.61,,166,148,3.5,,,78,9/7/14
2014,Accepted,University of Illinois Urbana Champaign,Master of Financial Engineering,Full-Time,,🇭🇰,3.61,,166,148,3.5,,,88,9/7/14
2014,Rejected,Boston University,MS in Mathematical Finance and Financial Technology,Full-Time,,🇭🇰,3.61,,166,148,3.5,,,74,9/7/14
2014,Enrolled,Columbia University,MS in Operations Research,Full-Time,,🇨🇦,3.71,,167,155,6,,,47,9/7/14
2014,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇮🇳,3.2,,165,150,3.5,,,129,9/7/14
2014,Rejected,Princeton University,Master in Finance,Full-Time,,🇮🇳,3.55,,170,159,4,,,76,9/7/14
2014,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇮🇳,3.55,,170,159,4,,,67,9/7/14
2014,Accepted,Cornell University,Master in Financial Engineering,Full-Time,,🇮🇳,3.55,,170,159,4,,,85,9/7/14
2014,Accepted,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.55,,170,159,4,,,38,9/7/14
2014,Enrolled,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇮🇳,3.55,,170,159,4,,,54,9/7/14
2014,Accepted,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇺🇸,3.87,,167,166,4.5,,,73,9/7/14
2014,Accepted,UZH ETH,MS in Quantitative Finance,Full-Time,,🇨🇳,3.66,,170,153,3,,,134,9/7/14
2014,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.66,,170,153,3,,,97,9/7/14
2014,Rejected,Johns Hopkins University,Mathematics MSE,Full-Time,,🇨🇳,3.66,,170,153,3,,,93,9/7/14
2014,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,,3.3,,160,157,3.5,,,23,9/7/14
2014,Accepted,Imperial College Business School,MSc Risk Management & Financial Engineering,Full-Time,,,3.65,,168,161,5,,,34,9/7/14
2014,Rejected,University of Minnesota,Master of Financial Mathematics,Full-Time,,🇮🇳,3.4,,167,159,3.5,,,95,9/7/14
2014,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,,🇮🇳,3.4,,167,159,3.5,,,106,9/7/14
2014,Enrolled,Columbia University,MS in Operations Research,Full-Time,,🇮🇳,3.4,,167,159,3.5,,,85,9/7/14
2014,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,,🇨🇳,3.66,,170,153,3,,,84,9/7/14
2014,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇨🇳,3.66,,170,153,3,,,132,9/7/14
2014,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,,,3.81,,170,160,3.5,,,94,9/7/14
2014,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇮🇳,3.89,,170,159,5,,,70,9/7/14
2014,Enrolled,Baruch College,Master in Financial Engineering,Full-Time,,,3.3,,170,170,4.5,,,11,9/7/14
2014,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,,4,,,,,,,53,9/7/14
2014,Enrolled,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,,,3.6,,170,152,3,,,62,9/7/14
2014,Enrolled,Columbia University,MS in Operations Research,Full-Time,,,3.85,,168,164,4.5,,,51,9/7/14
2014,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,,3.88,,167,148,4,,,14,9/7/14
2014,Enrolled,Baruch College,Master in Financial Engineering,Full-Time,,,3.78,,,,,,,25,9/7/14
2014,Enrolled,Columbia University,MA in Mathematics of Finance,Part-Time,,,3.2,,170,158,4,,,4,9/7/14
2014,Rejected,Baruch College,Master in Financial Engineering,Part-Time,,,3.2,,170,158,4,,,13,9/7/14
2014,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇭🇰,3.4,,170,155,3.5,,,71,9/7/14
2014,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇭🇰,3.4,,170,155,3.5,,,40,9/7/14
2014,Rejected,Johns Hopkins University,Mathematics MSE,Full-Time,,🇭🇰,3.4,,170,155,3.5,,,60,9/7/14
2014,Accepted,Boston University,MS in Mathematical Finance and Financial Technology,Full-Time,,🇭🇰,3.4,,170,155,3.5,,,61,9/7/14
2014,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,,🇭🇰,3.4,,170,155,3.5,,,85,9/7/14
2014,Rejected,Stanford University,Mathematical and Computational Finance,Full-Time,,🇭🇰,3.4,,170,155,3.5,,,45,9/7/14
2014,Enrolled,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇮🇳,2.4,,165,154,4,,,95,9/7/14
2014,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.79,,167,153,3.5,,,108,9/7/14
2014,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,🇮🇳,3.79,,167,153,3.5,,,114,9/7/14
2014,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,🇮🇳,3.79,,167,153,3.5,,,103,9/7/14
2014,Enrolled,Columbia University,MS in Operations Research,Full-Time,,🇮🇳,3.79,,167,153,3.5,,,122,9/7/14
2014,Rejected,University of Toronto,Master of Mathematical Finance,Full-Time,,🇮🇳,3.79,,167,153,3.5,,,112,9/7/14
2014,Enrolled,Columbia University,MS in Operations Research,Full-Time,,🇨🇳,3.64,,170,150,3.5,,,75,9/7/14
2014,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇮🇳,3.17,,170,167,5.5,,,15,9/7/14
2014,Accepted,New York University,MS in Mathematics in Finance,Full-Time,,🇮🇳,3.55,,170,159,4,,,62,9/7/14
2014,Accepted,NTU,MS in Financial Engineering,Part-Time,,🇮🇳,3,,168,145,3.5,,,74,9/7/14
2014,Enrolled,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇨🇳,3.7,,167,154,3.5,,,74,9/7/14
2014,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.7,,167,154,3.5,,,71,9/7/14
2014,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇨🇳,3.7,,167,154,3.5,,,35,9/7/14
2014,Rejected,Boston University,MS in Mathematical Finance and Financial Technology,Full-Time,,🇨🇳,3.7,,167,154,3.5,,,29,9/7/14
2014,Accepted,Carnegie Mellon University,MS in Computational Finance,Part-Time,,,3.2,,170,158,4,,,70,9/7/14
2014,Accepted,University of Washington,MS Computational Finance & Risk Management,Part-Time,,,3.2,,170,158,4,,,49,9/7/14
2014,Rejected,New York University,MS in Mathematics in Finance,Part-Time,,,3.2,,170,158,4,,,143,9/7/14
2014,Enrolled,Columbia University,MA in Mathematics of Finance,Full-Time,,🇮🇳,3.65,,167,161,4.5,,,96,9/7/14
2014,Accepted,Columbia University,MA in Mathematics of Finance,Full-Time,,,3.3,,170,155,3.5,,,6,9/7/14
2014,Enrolled,Columbia University,MS in Operations Research,Full-Time,,,3.5,,167,157,4,,,88,9/7/14
2014,Enrolled,Baruch College,Master in Financial Engineering,Full-Time,,🇨🇳,3.82,,170,159,3,,,90,9/7/14
2014,Enrolled,Rutgers University,Master of Quantitative Finance,Full-Time,,,3.36,,164,154,5.5,,,56,9/7/14
2014,Rejected,New York University,MS in Mathematics in Finance,Full-Time,,,3.76,,168,158,3.5,,,,9/7/14
2014,Enrolled,New York University,MS in Mathematics in Finance,Full-Time,,,3.96,,170,154,3.5,,,146,9/7/14
2014,Enrolled,Columbia University,MS in Operations Research,Full-Time,,🇮🇳,3.15,,170,152,3.5,,,3,9/7/14
2014,Rejected,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇹🇼,3.54,3.83,166,159,3.5,,,72,9/7/14
2014,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇹🇼,3.54,3.83,166,159,3.5,,,15,9/7/14
2014,Accepted,New York University,MS in Mathematics in Finance,Full-Time,,,3.6,,,,,,,74,9/7/14
2014,Rejected,New York University,MS in Mathematics in Finance,Full-Time,,,3.62,,170,154,3,,,198,9/7/14
2014,Rejected,Columbia University,MA in Mathematics of Finance,Full-Time,,,3.54,,169,156,3.5,,,,9/7/14
2014,Rejected,New York University,MS in Mathematics in Finance,Full-Time,,🇨🇳,3.7,,167,154,3.5,,,102,9/7/14
2014,Rejected,Rutgers University,MS in Mathematical Finance,Full-Time,,🇹🇼,3.54,3.83,166,159,3.5,,,119,9/7/14
2014,Rejected,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇺🇸,3.98,,168,161,4.5,,,108,9/7/14
2014,Rejected,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇨🇳,3.3,,167,158,3.5,,,77,9/7/14
2014,Rejected,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,,3.51,,169,157,3,,,62,9/7/14
2014,Rejected,New York University,MS in Mathematics in Finance,Full-Time,,🇹🇼,3.54,3.83,166,159,3.5,,,75,9/7/14
2014,Rejected,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇨🇳,3.45,,169,154,3,103,,82,9/7/14
2014,Enrolled,Carnegie Mellon University,MS in Computational Finance,Full-Time,,,3.75,,166,156,3.5,,,166,9/7/14
2014,Accepted,Cornell University,Master in Financial Engineering,Full-Time,,,3.75,,166,156,3.5,,,143,9/7/14
2014,Accepted,NUS,MS in Financial Engineering,Full-Time,,🇮🇳,2.8,,168,160,5.5,,,9,9/7/14
2014,Rejected,NTU,MS in Financial Engineering,Full-Time,,🇮🇳,2.8,,168,160,5.5,,,96,9/7/14
2014,Enrolled,Cornell University,Master in Financial Engineering,Full-Time,,,3.7,,169,155,3.5,,,142,9/7/14
2014,Enrolled,Columbia University,MS in Operations Research,Full-Time,,,3.2,,168,165,4,,,23,9/7/14
2014,Accepted,Rutgers University,MS in Mathematical Finance,Full-Time,,,3.334,,166,148,3,,,40,9/7/14
2014,Accepted,Rutgers University,MS in Mathematical Finance,Full-Time,,🇨🇳,3.5,,167,164,3.5,113,,124,9/7/14
2014,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,🇨🇳,3.5,,167,164,3.5,113,,141,9/7/14
2014,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇨🇳,3.5,,167,164,3.5,113,,105,9/7/14
2014,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇳,3.5,,167,164,3.5,113,,143,9/7/14
2014,Rejected,University of Toronto,Master of Mathematical Finance,Full-Time,,🇨🇳,3.5,,167,164,3.5,113,,125,9/7/14
2014,Enrolled,New York University,MS in Mathematics in Finance,Full-Time,,🇨🇳,3.5,,167,164,3.5,113,,76,9/7/14
2014,Rejected,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇹🇼,3.54,3.83,166,159,3.5,,,61,9/7/14
2014,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.81,,170,154,3,,,66,9/7/14
2014,Accepted,Columbia University,MS in Operations Research,Full-Time,,🇨🇳,3.81,,170,154,3,,,8,9/7/14
2014,Accepted,New York University,MS in Mathematics in Finance,Full-Time,,🇨🇳,3.81,,170,154,3,,,76,9/7/14
2014,Rejected,Columbia University,MA in Mathematics of Finance,Full-Time,,🇨🇳,3.3,,167,158,3.5,,,86,9/7/14
2014,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,,🇨🇳,3.81,,170,154,3,,,64,9/7/14
2014,Rejected,Princeton University,Master in Finance,Full-Time,,🇨🇳,3.81,,170,154,3,,,76,9/7/14
2014,Enrolled,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,"$9,000",,3.4,,167,152,3,,,73,9/7/14
2014,Accepted,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇳,3.81,,170,154,3,,,84,9/7/14
2014,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,,🇨🇳,3.99,,168,151,3,,,37,9/7/14
2014,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇳,3.99,,168,151,3,,,144,9/7/14
2014,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.99,,168,151,3,,,63,9/7/14
2014,Accepted,Fordham University,MS in Quantitative Finance,Full-Time,,🇨🇳,3.99,,168,151,3,,,83,9/7/14
2014,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇨🇳,3.99,,168,151,3,,,79,9/7/14
2014,Enrolled,New York University,MS in Mathematics in Finance,Full-Time,,🇨🇳,3.99,,168,151,3,,,73,9/7/14
2014,Accepted,Washington University in St. Louis,MS in Quantitative Finance,Full-Time,,🇨🇳,3.99,,168,151,3,,,72,9/7/14
2014,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇨🇳,3.3,,167,158,3.5,,,88,9/7/14
2014,Accepted,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇨🇳,3.81,,170,154,3,,,49,9/7/14
2014,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇨🇳,3.81,,170,154,3,,,46,9/7/14
2014,Rejected,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,,🇨🇳,3.81,,170,154,3,,,53,9/7/14
2014,Rejected,University of Oxford,MSc Mathematical and Computational Finance,Full-Time,,,3.9,,168,158,3.5,,,65,9/7/14
2014,Rejected,New York University,MS in Mathematics in Finance,Full-Time,,🇨🇳,3.87,,170,158,3,,,132,9/7/14
2014,Accepted,Boston University,MS in Mathematical Finance and Financial Technology,Full-Time,,,4,,166,155,4,,,44,9/7/14
2014,Accepted,University of Toronto,Master of Mathematical Finance,Full-Time,,,4,,166,155,4,,,107,9/7/14
2014,Accepted,University of Washington,MS Computational Finance & Risk Management,Full-Time,,,4,,166,155,4,,,54,9/7/14
2014,Rejected,Rutgers University,MS in Mathematical Finance,Full-Time,,,4,,166,155,4,,,50,9/7/14
2014,Rejected,Columbia University,MA in Mathematics of Finance,Full-Time,,,4,,166,155,4,,,,9/7/14
2014,Enrolled,Columbia University,MS in Operations Research,Full-Time,,,4,,166,155,4,,,59,9/7/14
2014,Rejected,Johns Hopkins University,Mathematics MSE,Full-Time,,,4,,166,155,4,,,64,9/7/14
2014,Rejected,University of Oxford,MSc Mathematical and Computational Finance,Full-Time,,,3.75,,,,,,,59,9/7/14
2014,Enrolled,University of Oxford,MSc Mathematical and Computational Finance,Full-Time,,,3.7,,168,157,3,,,71,9/7/14
2014,Enrolled,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,,,3.4,,170,159,3.5,,,80,9/7/14
2014,Enrolled,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,,🇮🇳,3.18,,170,149,3.5,,,37,9/7/14
2014,Accepted,University of Illinois Urbana Champaign,Master of Financial Engineering,Full-Time,,🇮🇳,3.18,,170,149,3.5,,,26,9/7/14
2014,Accepted,Imperial College Business School,MSc Risk Management & Financial Engineering,Full-Time,,🇨🇴,2.8,,162,153,4,,,23,9/7/14
2014,Enrolled,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇨🇴,2.8,,162,153,4,,,73,9/7/14
2014,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇨🇳,3.4,,170,151,3,100,,36,9/7/14
2014,Enrolled,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇨🇳,3.81,,170,154,3,,,77,9/7/14
2014,Enrolled,University of Toronto,Master of Mathematical Finance,Full-Time,,,3.9,,170,155,3,,,96,9/7/14
2014,Accepted,New York University,MS in Mathematics in Finance,Full-Time,,🇺🇸,3.98,,168,161,4.5,,,171,9/7/14
2014,Enrolled,Rutgers University,Master of Quantitative Finance,Full-Time,,,3.55,,162,154,3.5,,,65,9/7/14
2014,Accepted,Columbia University,MA in Mathematics of Finance,Full-Time,,🇨🇳,3.5,,167,164,3.5,113,,180,9/7/14
2014,Enrolled,Columbia University,MA in Mathematics of Finance,Full-Time,,🇹🇼,3.54,3.83,166,159,3.5,,,144,9/7/14
2014,Accepted,Columbia University,MA in Mathematics of Finance,Full-Time,,🇨🇳,3.91,,170,,5,,,142,9/7/14
2014,Enrolled,University of Washington,MS Computational Finance & Risk Management,Full-Time,,🇮🇳,3.15,,167,160,4,,,85,9/7/14
2014,Enrolled,Carnegie Mellon University,MS in Computational Finance,Full-Time,,,3.8,,170,161,4,,,42,9/7/14
2014,Rejected,Columbia University,MA in Mathematics of Finance,Full-Time,,,3.7,,168,157,3,,,121,9/7/14
2014,Enrolled,University of Oxford,MSc Mathematical and Computational Finance,Full-Time,,,3.4,,,,,,,60,9/7/14
2014,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇮🇳,3.18,,170,149,3.5,,,77,9/7/14
2014,Enrolled,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇧🇷,2.6,,168,151,3,100,,25,9/7/14
2014,Accepted,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇨🇳,3.92,,168,155,3,,,73,9/7/14
2014,Accepted,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.92,,168,155,3,,,57,9/7/14
2014,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇨🇳,3.92,,168,155,3,,,68,9/7/14
2014,Rejected,Princeton University,Master in Finance,Full-Time,,🇨🇳,3.92,,168,155,3,,,61,9/7/14
2014,Accepted,University of Toronto,Master of Mathematical Finance,Full-Time,,🇨🇳,3.92,,168,155,3,,,89,9/7/14
2014,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇮🇳,3.24,,170,159,4,,,71,9/7/14
2014,Rejected,Columbia University,MA in Mathematics of Finance,Full-Time,,🇨🇴,2.8,,162,153,4,,,57,9/7/14
2014,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,,3.7,,168,157,3,,,85,9/7/14
2014,Rejected,EPFL,Master in Financial Engineering,Full-Time,,,3.5,,,,,,,75,9/7/14
2014,Rejected,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,,,3.7,,170,153,3.5,,,117,9/7/14
2014,Accepted,New York University,MS in Mathematics in Finance,Full-Time,,,3.6,,168,155,4,,,76,9/7/14
2014,Rejected,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,,3.5,,166,164,3,,,34,9/7/14
2014,Enrolled,HEC Montreal,MSc in Financial Engineering,Full-Time,,,3.2,,,,,,,38,9/7/14
2014,Accepted,Carnegie Mellon University,MS in Computational Finance,Full-Time,,,3.6,,168,155,4,,,72,9/7/14
2014,Enrolled,Carnegie Mellon University,MS in Computational Finance,Part-Time,,,3.8,,166,165,3.5,,,51,9/7/14
2014,Enrolled,Fordham University,MS in Quantitative Finance,Full-Time,,,3,,163,159,5.5,,,93,9/7/14
2014,Enrolled,Florida State University,Mathematics,Full-Time,,,3.6,,170,169,5.5,,,5,9/7/14
2014,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,,3.6,,170,169,5.5,,,36,9/7/14
2014,Enrolled,Rutgers University,MS in Mathematical Finance,Full-Time,,🇮🇳,3.4,3.9,164,159,3.5,108,,29,9/7/14
2014,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,"$7,000",🇮🇳,3.4,3.9,164,159,3.5,108,,74,9/7/14
2014,Rejected,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,,,3.6,,170,150,3,,,,9/7/14
2014,Enrolled,University of Oxford,MSc Mathematical and Computational Finance,Full-Time,,,3.7,,,,,,,59,9/7/14
2014,Accepted,UZH ETH,MS in Quantitative Finance,Full-Time,,,3.7,,,,,,,66,9/7/14
2014,Enrolled,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,,,3.54,,170,152,3,,,176,9/7/14
2014,Enrolled,HEC Montreal,MSc in Financial Engineering,Full-Time,,,3.15,,,,,,,61,9/7/14
2014,Accepted,Fordham University,MS in Quantitative Finance,Full-Time,,🇺🇸,3.19,,160,168,1,,,47,9/7/14
2014,Accepted,University of Illinois Urbana Champaign,Master of Financial Engineering,Full-Time,,🇺🇸,3.19,,160,168,1,,,52,9/7/14
2014,Enrolled,University of Illinois Urbana Champaign,Master of Financial Engineering,Full-Time,,🇯🇵,2.6,,168,165,3,,,51,9/7/14
